 ,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
12030.0,2025-06-23T02:02:01+0800,CFdvkl3JMeYUUuF95j,192.168.84.22,5000,192.168.84.22,59772,tcp,,0.980036,0.0,0.0,REJ,T,T,0,HrC,4,224,8,320,,Malicious
12031.0,2025-06-23T02:02:01+0800,CRnwMF1ie63F5NzqLc,192.168.84.22,5000,192.168.84.22,59773,tcp,,2.85698,0.0,0.0,REJ,T,T,0,HrCr,5,260,10,400,,Malicious
12032.0,2025-06-23T02:02:01+0800,Cf0NRz4JeC6I5k5dGk,192.168.84.22,5000,192.168.84.22,59777,tcp,,2.856804,0.0,0.0,OTH,T,T,0,RR,10,400,0,0,,Malicious
12033.0,2025-06-23T02:02:01+0800,CIKfY51s8BZaQRoZk,192.168.84.22,1,192.168.84.22,59778,tcp,,2.856719,0.0,0.0,OTH,T,T,0,R,10,400,0,0,,Malicious
12034.0,2025-06-23T02:02:02+0800,CGCDr11sYW6ThFMJ6l,192.168.84.22,1,192.168.84.22,59779,tcp,,2.856765,0.0,0.0,OTH,T,T,0,RR,10,400,0,0,,Malicious
12035.0,2025-06-23T02:02:02+0800,C0ObdC8iVVwntx2j5,192.168.84.22,1,192.168.84.22,59780,tcp,,2.856618,0.0,0.0,OTH,T,T,0,R,10,400,0,0,,Malicious
12036.0,2025-06-23T02:02:02+0800,CPZtjLnBVBq8Rb3R8,192.168.84.22,51869,192.168.84.22,5000,tcp,http,0.013149,1048.0,0.0,SH,T,T,0,ScADF,7,1340,0,0,,Benign
12037.0,2025-06-23T02:02:03+0800,CJUzIRIHKCMYFGIwl,192.168.84.22,51870,192.168.84.22,5000,tcp,http,0.01101,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12038.0,2025-06-23T02:02:05+0800,CBApHtigSbQ6WCNUa,192.168.84.22,51872,192.168.84.22,5000,tcp,http,0.010741,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12039.0,2025-06-23T02:02:05+0800,CLQbiA1PSVc7PGwCll,192.168.84.22,33017,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12040.0,2025-06-23T02:02:05+0800,CudxKk4k69u9M7NdC3,192.168.84.22,33016,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12041.0,2025-06-23T02:02:05+0800,C6Ddwz3ZrZnbtlq9rc,192.168.84.22,33019,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12042.0,2025-06-23T02:02:05+0800,CMLSZ02SXCeTtMApy,192.168.84.22,33018,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12043.0,2025-06-23T02:02:05+0800,CSKdUv1ZlLNMKSnx2k,192.168.84.22,33021,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12044.0,2025-06-23T02:02:05+0800,Cjkl1p2lut41Ez0nxh,192.168.84.22,33020,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12045.0,2025-06-23T02:02:05+0800,CXANBm3mCasc2Hm8m2,192.168.84.22,33023,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12046.0,2025-06-23T02:02:05+0800,CW4gdEh27Ji86Z6,192.168.84.22,33022,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12047.0,2025-06-23T02:02:05+0800,CAnzue4FipBC0QEnO7,192.168.84.22,33009,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12048.0,2025-06-23T02:02:05+0800,CabS0F2X02uxnpC9x1,192.168.84.22,33008,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12049.0,2025-06-23T02:01:10+0800,CTtjMk3kdPKNv3wiZ4,2409:896d:23e:298c:f827:8e4:f0ed:a859,58662,2620:2d:4000:1::41,123,udp,ntp,0.232134,0.0,48.0,SHR,F,F,0,Cd,0,0,1,96,,Benign
12050.0,2025-06-23T02:02:06+0800,Cj7qTW3ZHFnYXmVel7,192.168.84.22,51873,192.168.84.22,5000,tcp,http,0.011041,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12051.0,2025-06-23T02:02:07+0800,CyEoAE3gGATWLM1Anh,192.168.84.22,51874,192.168.84.22,5000,tcp,http,0.009172,1274.0,0.0,SH,T,T,0,ScADF,7,1566,0,0,,Benign
12052.0,2025-06-23T02:02:08+0800,C7CjhrSQeAmG7Q8s5,192.168.84.22,51876,192.168.84.22,5000,tcp,http,0.009941,1373.0,0.0,SH,T,T,0,ScADF,7,1665,0,0,,Benign
12053.0,2025-06-23T02:02:09+0800,Crn8yg2lt2xPZ3MtCd,192.168.84.22,51877,192.168.84.22,5000,tcp,http,0.01067,335.0,0.0,SH,T,T,0,ScADF,7,627,0,0,,Benign
12054.0,2025-06-23T02:02:10+0800,C33eSq1tXE1je4b0oi,192.168.84.22,51878,192.168.84.22,5000,tcp,http,0.011139,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12055.0,2025-06-23T02:02:11+0800,CqqV3Y22Et2yM6Z2Jb,192.168.84.22,51879,192.168.84.22,5000,tcp,http,0.012797,1560.0,0.0,SH,T,T,0,ScADF,8,1892,0,0,,Benign
12056.0,2025-06-23T02:02:12+0800,ChCFb61wSzhe4t70f7,192.168.84.22,51881,192.168.84.22,5000,tcp,http,0.010849,493.0,0.0,SH,T,T,0,ScADF,7,785,0,0,,Benign
12057.0,2025-06-23T02:02:13+0800,CW40Yz2cCY3b1aA5D3,192.168.84.22,51882,192.168.84.22,5000,tcp,http,0.011205,336.0,0.0,SH,T,T,0,ScADF,7,628,0,0,,Benign
12058.0,2025-06-23T02:02:14+0800,CxY5vSE91VSRAJAad,192.168.84.22,51883,192.168.84.22,5000,tcp,http,0.010352,335.0,0.0,SH,T,T,0,ScADF,7,627,0,0,,Benign
12059.0,2025-06-23T02:02:20+0800,CFLs3R2iIRACQ4b1j,192.168.84.22,59915,192.168.84.22,5000,tcp,,,,,OTH,T,T,0,C,0,0,0,0,,Benign
12060.0,2025-06-23T02:02:20+0800,CZzPL44ZCrVMr0gY9g,192.168.84.22,758,192.168.84.22,5000,tcp,,,,,OTH,T,T,0,C,0,0,0,0,,Benign
12061.0,2025-06-23T02:02:15+0800,CpabHR2IrNNF3PvP1j,192.168.84.22,51884,192.168.84.22,5000,tcp,http,0.010554,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12062.0,2025-06-23T02:02:16+0800,CYJikjlhd5DSb3ku7,192.168.84.22,51886,192.168.84.22,5000,tcp,http,0.011015,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12063.0,2025-06-23T02:02:17+0800,C13ZMsUM95esRFqpd,192.168.84.22,51887,192.168.84.22,5000,tcp,http,0.010943,336.0,0.0,SH,T,T,0,ScADF,7,628,0,0,,Benign
12064.0,2025-06-23T02:02:18+0800,Cc8sEOoW7s3BxjOic,192.168.84.22,51888,192.168.84.22,5000,tcp,http,0.011347,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12065.0,2025-06-23T02:02:20+0800,CRH4F64ouMkqGORvt7,192.168.84.22,59915,192.168.84.22,5000,tcp,,0.003138,110.0,501.0,SF,T,T,0,SchCADadfF,5,378,5,769,,Benign
12066.0,2025-06-23T02:02:20+0800,C00X7lnJkehKSuFL8,192.168.84.22,51889,192.168.84.22,5000,tcp,http,0.010738,587.0,0.0,SH,T,T,0,ScADF,7,879,0,0,,Benign
12067.0,2025-06-23T02:02:20+0800,CjWh5u4554hdLVMNtl,192.168.84.22,758,192.168.84.22,5000,tcp,,1.011782,44.0,588.0,SF,T,T,0,SchCADaFdfR,6,340,4,804,,Benign
12068.0,2025-06-23T02:02:21+0800,CIWL1N11smwG01jav5,192.168.84.22,51891,192.168.84.22,5000,tcp,http,0.01108,451.0,0.0,SH,T,T,0,ScADF,7,743,0,0,,Benign
12069.0,2025-06-23T02:02:22+0800,CVcsLF3MRb2dlIojKk,192.168.84.22,51892,192.168.84.22,5000,tcp,http,0.013628,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12070.0,2025-06-23T02:02:23+0800,CPBk004DgXzuRd70J1,192.168.84.22,51893,192.168.84.22,5000,tcp,http,0.011016,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12071.0,2025-06-23T02:02:24+0800,Cx3GPh9KDPeXYm9e1,192.168.84.22,51894,192.168.84.22,5000,tcp,http,0.011007,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12072.0,2025-06-23T02:02:25+0800,CavCIs2mAn4hWUynN7,192.168.84.22,51895,192.168.84.22,5000,tcp,http,0.00891,340.0,0.0,SH,T,T,0,ScADF,7,632,0,0,,Benign
12073.0,2025-06-23T02:02:26+0800,CrsC96a0Q8jtcKH66,192.168.84.22,51897,192.168.84.22,5000,tcp,http,0.009184,473.0,0.0,SH,T,T,0,ScADF,7,765,0,0,,Benign
12074.0,2025-06-23T02:02:27+0800,CjGM6c2li3x9ZuSf9b,192.168.84.22,51898,192.168.84.22,5000,tcp,http,0.01506,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12075.0,2025-06-23T02:02:28+0800,Cd3ISL1c3ZuhVnska1,192.168.84.22,51899,192.168.84.22,5000,tcp,http,0.010634,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12076.0,2025-06-23T02:02:29+0800,C2pwLQMNq0YogLqk2,192.168.84.22,51900,192.168.84.22,5000,tcp,http,0.011056,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12077.0,2025-06-23T02:02:30+0800,CsAay845lIFuguy0Gi,192.168.84.22,51901,192.168.84.22,5000,tcp,http,0.010936,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12078.0,2025-06-23T02:02:31+0800,CpDda045W1xOeV4I3,192.168.84.22,51902,192.168.84.22,5000,tcp,http,0.011036,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12079.0,2025-06-23T02:02:32+0800,Cahyq042jRvlqQQGXc,192.168.84.22,51903,192.168.84.22,5000,tcp,http,0.01092,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12080.0,2025-06-23T02:02:33+0800,CjMnQQ1wJ5PkPqBuy3,192.168.84.22,51904,192.168.84.22,5000,tcp,http,0.011108,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12081.0,2025-06-23T02:02:34+0800,CWm2EZ3fJrxGtRcr33,192.168.84.22,51905,192.168.84.22,5000,tcp,http,0.011061,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12082.0,2025-06-23T02:02:35+0800,C0ftf84pFW51za9zcb,192.168.84.22,51906,192.168.84.22,5000,tcp,http,0.011314,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12083.0,2025-06-23T02:02:36+0800,Cesqgu3egwTf4pvnzf,192.168.84.22,51912,192.168.84.22,5000,tcp,http,0.011083,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12084.0,2025-06-23T02:02:37+0800,CTI5fSwhY7h6lNKyg,192.168.84.22,51913,192.168.84.22,5000,tcp,http,0.013527,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12085.0,2025-06-23T02:02:38+0800,CaThqswOIZxZxFC2,192.168.84.22,51914,192.168.84.22,5000,tcp,http,0.011232,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12086.0,2025-06-23T02:02:39+0800,CphIduaYe07jrLHu2,192.168.84.22,51915,192.168.84.22,5000,tcp,http,0.011357,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12087.0,2025-06-23T02:01:44+0800,COzD5y1qJYWWh9CpN8,2409:896d:23e:298c:f827:8e4:f0ed:a859,58918,2620:2d:4000:1::41,123,udp,ntp,0.245613,0.0,48.0,SHR,F,F,0,Cd,0,0,1,96,,Benign
12088.0,2025-06-23T02:02:40+0800,Cpfg991g8AQHf9eIH9,192.168.84.22,51916,192.168.84.22,5000,tcp,http,0.011811,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12089.0,2025-06-23T02:02:41+0800,CUs4sM3jWkSFzrfxlf,192.168.84.22,51918,192.168.84.22,5000,tcp,http,0.01114,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12090.0,2025-06-23T02:02:42+0800,Cn009a1AM9HJmSsku1,192.168.84.22,51919,192.168.84.22,5000,tcp,http,0.011096,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12091.0,2025-06-23T02:02:43+0800,CBE4y8kP6NafWwAOd,192.168.84.22,51920,192.168.84.22,5000,tcp,http,0.010865,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12092.0,2025-06-23T02:02:44+0800,CDwdKD3a7v2XbExuE5,192.168.84.22,51921,192.168.84.22,5000,tcp,http,0.010686,332.0,0.0,SH,T,T,0,ScADF,7,624,0,0,,Benign
12093.0,2025-06-23T02:02:45+0800,CWng313SQmXfCqbzAh,192.168.84.22,51923,192.168.84.22,5000,tcp,http,0.010969,492.0,0.0,SH,T,T,0,ScADF,7,784,0,0,,Benign
12094.0,2025-06-23T02:02:46+0800,CzytcN3kuIZCTdchG1,192.168.84.22,51926,192.168.84.22,5000,tcp,http,0.010768,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12095.0,2025-06-23T02:02:47+0800,CCFkhgVYbCZ40I307,192.168.84.22,51927,192.168.84.22,5000,tcp,http,0.010437,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12096.0,2025-06-23T02:02:48+0800,CSh0XW1F06Yru3t1jb,192.168.84.22,51928,192.168.84.22,5000,tcp,http,0.013547,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12097.0,2025-06-23T02:02:49+0800,CWRura4AwvY3aOOEl,192.168.84.22,51929,192.168.84.22,5000,tcp,http,0.010763,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12098.0,2025-06-23T02:02:50+0800,CcWkRS1Crtcas9v12f,192.168.84.22,51930,192.168.84.22,5000,tcp,http,0.011297,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12099.0,2025-06-23T02:02:51+0800,Cd9tc23hKIVa9qSXEa,192.168.84.22,51932,192.168.84.22,5000,tcp,http,0.012945,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12100.0,2025-06-23T02:02:52+0800,CMDgLl1A9L1WFQrPH3,192.168.84.22,51933,192.168.84.22,5000,tcp,http,0.010772,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12101.0,2025-06-23T02:02:53+0800,CpbKwG2zR0cI4Iq30e,192.168.84.22,51934,192.168.84.22,5000,tcp,http,0.010695,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12102.0,2025-06-23T02:02:54+0800,CMIZio4KkxFEOndCJi,192.168.84.22,51935,192.168.84.22,5000,tcp,http,0.01221,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12103.0,2025-06-23T02:02:55+0800,CSYBay3PEO6N4ogiah,192.168.84.22,51936,192.168.84.22,5000,tcp,http,0.011041,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12104.0,2025-06-23T02:02:56+0800,CsQgEt2vO05fWSmcrh,192.168.84.22,51938,192.168.84.22,5000,tcp,http,0.014524,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12105.0,2025-06-23T02:02:57+0800,CmrY3IiEjEwFRaefa,192.168.84.22,51939,192.168.84.22,5000,tcp,http,0.010478,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12106.0,2025-06-23T02:02:58+0800,CWBjCl3rdc57zCK5ze,192.168.84.22,51940,192.168.84.22,5000,tcp,http,0.012343,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12107.0,2025-06-23T02:02:59+0800,CVkS6A2R53NFvLbaD,192.168.84.22,51941,192.168.84.22,5000,tcp,http,0.011317,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12108.0,2025-06-23T02:03:00+0800,COVAc3rEo0XJC6zul,192.168.84.22,51943,192.168.84.22,5000,tcp,http,0.010917,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12109.0,2025-06-23T02:03:01+0800,CmPtRU1BS1Kz9exP3d,192.168.84.22,51944,192.168.84.22,5000,tcp,http,0.010488,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12110.0,2025-06-23T02:03:02+0800,CxWwsw1DTov84p4HNf,192.168.84.22,51945,192.168.84.22,5000,tcp,http,0.010392,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12111.0,2025-06-23T02:02:07+0800,CJZ5RvURB5RG3IaNf,fe80::8c1c:7cff:fe9c:ec3f,143,ff02::16,0,icmp,,,,,OTH,T,F,0,,1,76,0,0,,Benign
12112.0,2025-06-23T02:03:03+0800,CORe9u3DUDV8LH25Mf,192.168.84.22,51946,192.168.84.22,5000,tcp,http,0.011503,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12113.0,2025-06-23T02:03:04+0800,CIIkT01nguPU1mOKHj,192.168.84.22,45886,192.168.84.22,443,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12114.0,2025-06-23T02:03:04+0800,CltvU72FkuZS7oTBx3,192.168.84.22,45886,192.168.84.22,80,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12115.0,2025-06-23T02:03:04+0800,ChwOVf3i6OTtDswNle,192.168.84.22,51948,192.168.84.22,5000,tcp,http,0.010908,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12116.0,2025-06-23T02:03:05+0800,CFQpJe4fAxe1lP3ufh,192.168.84.22,51949,192.168.84.22,5000,tcp,http,0.015511,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12117.0,2025-06-23T02:02:11+0800,ClCXek4COJ5ofRDHg6,2409:896d:23e:298c::a9,136,2409:896d:23e:298c:f827:8e4:f0ed:a859,135,icmp,,,,,OTH,F,F,0,,1,64,0,0,,Benign
12118.0,2025-06-23T02:03:06+0800,CkdfNZ3FmtPtMRnENh,192.168.84.22,51950,192.168.84.22,5000,tcp,http,0.010951,333.0,0.0,SH,T,T,0,ScADF,7,625,0,0,,Benign
12119.0,2025-06-23T02:03:09+0800,C9LIv22WJooBYq8ugi,192.168.84.22,51951,192.168.84.22,5000,tcp,http,0.010496,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12120.0,2025-06-23T02:03:10+0800,CXs6z51ZoJ5z09Vqe9,192.168.84.22,51952,192.168.84.22,5000,tcp,http,0.01107,971.0,0.0,SH,T,T,0,ScADF,7,1263,0,0,,Benign
12121.0,2025-06-23T02:03:11+0800,CstPra2jgOx0Qg5ZX2,192.168.84.22,51954,192.168.84.22,5000,tcp,http,0.012961,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12122.0,2025-06-23T02:03:12+0800,Cmj9q43uEMZ3OILfOh,192.168.84.22,51955,192.168.84.22,5000,tcp,http,0.011448,485.0,0.0,SH,T,T,0,ScADF,7,777,0,0,,Benign
12123.0,2025-06-23T02:02:18+0800,CG2k4Y34LhjHahtL7k,2409:896d:23e:298c:f827:8e4:f0ed:a859,57188,2620:2d:4000:1::41,123,udp,ntp,0.245036,0.0,48.0,SHR,F,F,0,Cd,0,0,1,96,,Benign
12124.0,2025-06-23T02:03:19+0800,CUoyrI177HfJJ10Jrb,192.168.84.22,58543,192.168.84.22,5000,tcp,,,,,OTH,T,T,0,C,0,0,0,0,,Benign
12125.0,2025-06-23T02:03:16+0800,CL9zZr3qHCm9CMMHj,192.168.84.22,51957,192.168.84.22,5000,tcp,http,0.010661,471.0,0.0,SH,T,T,0,ScADF,7,763,0,0,,Benign
12126.0,2025-06-23T02:03:17+0800,CaVXvG4Ekid9ePXMkk,192.168.84.22,51958,192.168.84.22,5000,tcp,http,0.010871,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12127.0,2025-06-23T02:03:18+0800,CTJAI41YX4gEDRZQ9l,192.168.84.22,51959,192.168.84.22,5000,tcp,http,0.011466,334.0,0.0,SH,T,T,0,ScADF,7,626,0,0,,Benign
12128.0,2025-06-23T02:03:19+0800,Cv8ZYE37zGA2pRmSs3,192.168.84.22,46142,192.168.84.22,143,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12129.0,2025-06-23T02:03:19+0800,C5CQWkzgBPTju73Z5,192.168.84.22,256,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12130.0,2025-06-23T02:03:19+0800,COBeie2XyAZoF0cvG5,192.168.84.22,46142,192.168.84.22,587,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12131.0,2025-06-23T02:03:19+0800,CnjKX94GEE8PUNPJT5,192.168.84.22,199,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12132.0,2025-06-23T02:03:19+0800,C8Know2iaTpeRVnjZg,192.168.84.22,46142,192.168.84.22,139,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12133.0,2025-06-23T02:03:19+0800,CuJWZLCYbz6UADR9l,192.168.84.22,46142,192.168.84.22,993,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12134.0,2025-06-23T02:03:19+0800,C3qOGx1YHp2pxT0BBi,192.168.84.22,46142,192.168.84.22,21,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12135.0,2025-06-23T02:03:19+0800,CHVUnx1SjrFxtadRPh,192.168.84.22,1720,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12136.0,2025-06-23T02:03:19+0800,CIeaSt3a241bFtFcO5,192.168.84.22,46142,192.168.84.22,53,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12137.0,2025-06-23T02:03:19+0800,Cv4jDk4rRZV1ywCF6h,192.168.84.22,46142,192.168.84.22,80,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12138.0,2025-06-23T02:03:19+0800,CDbj094UqB0TTxX985,192.168.84.22,554,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12139.0,2025-06-23T02:03:19+0800,CSAmcR22EJKUE1LE6,192.168.84.22,46142,192.168.84.22,22,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12140.0,2025-06-23T02:03:19+0800,C4PpNr3AGyWj8zxPB9,192.168.84.22,46142,192.168.84.22,8080,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12141.0,2025-06-23T02:03:19+0800,Ccazsr4kR1aFFihuKd,192.168.84.22,1723,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12142.0,2025-06-23T02:03:19+0800,CqCKxp1Ttxyip6U66a,192.168.84.22,46142,192.168.84.22,8888,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12143.0,2025-06-23T02:03:19+0800,CEyRYX1CyB49ADBVah,192.168.84.22,46142,192.168.84.22,443,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12144.0,2025-06-23T02:03:19+0800,Cobk32hZ6CWtdgHZ4,192.168.84.22,1025,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12145.0,2025-06-23T02:03:19+0800,Cn3s4f4Esb3ZOjrj9d,192.168.84.22,46142,192.168.84.22,3389,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12146.0,2025-06-23T02:03:19+0800,C6BFnd1JRip16c6Rk2,192.168.84.22,111,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12147.0,2025-06-23T02:03:19+0800,C91waNrzyGqdHvnF6,192.168.84.22,46142,192.168.84.22,995,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12148.0,2025-06-23T02:03:19+0800,CURGs51UbBD1gg45xh,192.168.84.22,110,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12149.0,2025-06-23T02:03:19+0800,C12HnT2FxgsXiX1H4b,192.168.84.22,46142,192.168.84.22,25,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12150.0,2025-06-23T02:03:19+0800,CBugCJ1T0epyiNbKml,192.168.84.22,113,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12151.0,2025-06-23T02:03:19+0800,C1nPPa3Ier4eOMDVng,192.168.84.22,5900,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12152.0,2025-06-23T02:03:19+0800,ChxRLp18e40cUCQY72,192.168.84.22,3306,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12153.0,2025-06-23T02:03:19+0800,Ctfwqo24p9YyA8Ekl3,192.168.84.22,23,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12154.0,2025-06-23T02:03:19+0800,CBNyL83uUjbzNXjNX5,192.168.84.22,46142,192.168.84.22,445,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12155.0,2025-06-23T02:03:19+0800,Czyjw31GMNkWlGW8eb,192.168.84.22,46142,192.168.84.22,135,tcp,,,,,RSTRH,T,T,0,^r,0,0,1,40,,Malicious
12156.0,2025-06-23T02:03:19+0800,COkB1Q3yHgb0uI8Pjf,192.168.84.22,5862,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12157.0,2025-06-23T02:03:19+0800,CdGkor1rZoM85Bohij,192.168.84.22,3801,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12158.0,2025-06-23T02:03:19+0800,CDzUunlpuJurY9A6i,192.168.84.22,1971,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12159.0,2025-06-23T02:03:19+0800,Ca4wNN4YNVufAWWyj,192.168.84.22,5850,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12160.0,2025-06-23T02:03:19+0800,C2yiXU1xZRGa8aqRK3,192.168.84.22,3880,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12161.0,2025-06-23T02:03:19+0800,CIYg0d1nySQc2oWwG1,192.168.84.22,9101,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12162.0,2025-06-23T02:03:19+0800,CxucQzXvh5BhkJ9P6,192.168.84.22,3322,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
12163.0,2025-06-23T02:03:19+0800,C4IFKg1LPCiQe5GbP7,192.168.84.22,8085,192.168.84.22,46142,tcp,,,,,OTH,T,T,0,R,1,40,0,0,,Malicious
